Vehicle_ID,Margin,Time,X,Y,Z
H1,4.0,22.0,55.0,100.0,10.0
H1,4.0,22.2,55.0,100.0,10.0
H1,4.0,22.4,55.0,100.0,10.0
H1,4.0,22.6,55.0,100.0,10.0
H1,4.0,22.8,55.0,100.0,10.0
H1,4.0,23.0,55.0,100.0,10.0
H1,4.0,23.2,55.0,100.0,10.0
H1,4.0,23.4,55.0,100.0,10.0
H1,4.0,23.6,55.0,100.0,10.0
H1,4.0,23.8,55.0,100.0,10.0
H1,4.0,24.0,55.0,100.0,10.0
H1,4.0,24.2,55.0,100.0,10.0
H1,4.0,24.4,55.0,100.0,10.0
H1,4.0,24.6,55.0,100.0,10.0
H1,4.0,24.8,55.0,100.0,10.0
H1,4.0,25.0,55.0,100.0,10.0
H1,4.0,25.2,55.0,100.0,10.0
H1,4.0,25.4,55.0,100.0,10.0
H1,4.0,25.6,55.0,100.0,10.0
H1,4.0,25.8,55.0,100.0,10.0
H1,4.0,26.0,55.0,100.0,10.0
H1,4.0,26.2,55.0,100.0,10.0
H1,4.0,26.4,55.0,100.0,10.0
H1,4.0,26.6,55.0,100.0,10.0
H1,4.0,26.8,55.0,100.0,10.0
H1,4.0,27.0,55.0,100.0,10.0
H1,4.0,27.2,55.0,100.0,10.0
H1,4.0,27.4,55.0,100.0,10.0
H1,4.0,27.6,55.0,100.0,10.0
H1,4.0,27.8,55.0,100.0,10.0
H1,4.0,28.0,55.0,100.0,10.0
H1,4.0,28.2,55.0,100.0,10.0
H1,4.0,28.4,55.0,100.0,10.0
H1,4.0,28.6,55.0,100.0,10.0
H1,4.0,28.8,55.0,100.0,10.0
H1,4.0,29.0,55.0,100.0,10.0
H1,4.0,29.2,55.0,100.0,10.0
H1,4.0,29.4,55.0,100.0,10.0
H1,4.0,29.6,55.0,100.0,10.0
H1,4.0,29.8,55.0,100.0,10.0
H1,4.0,30.0,55.0,100.0,10.0
H1,4.0,30.2,55.0,100.0,10.0
H1,4.0,30.4,55.0,100.0,10.0
H1,4.0,30.6,55.0,100.0,10.0
H1,4.0,30.8,55.0,100.0,10.0
H1,4.0,31.0,55.0,100.0,10.0
H1,4.0,31.2,55.0,100.0,10.0
H1,4.0,31.4,55.0,100.0,10.0
H1,4.0,31.6,55.0,100.0,10.0
H1,4.0,31.8,55.0,100.0,10.0
H1,4.0,32.0,55.0,100.0,10.0
H1,4.0,32.2,55.0,100.0,10.0
H1,4.0,32.4,55.0,100.0,10.0
H1,4.0,32.6,55.0,100.0,10.0
H1,4.0,32.8,55.0,100.0,10.0
H1,4.0,33.0,55.0,100.0,10.0
H1,4.0,33.2,55.0,100.0,10.0
H1,4.0,33.4,55.0,100.0,10.0
H1,4.0,33.6,55.0,100.0,10.0
H1,4.0,33.8,55.0,100.0,10.0
H1,4.0,34.0,55.0,100.0,10.0
H1,4.0,34.2,55.0,100.0,10.0
H1,4.0,34.4,55.0,100.0,10.0
H1,4.0,34.6,55.0,100.0,10.0
H1,4.0,34.8,55.0,100.0,10.0
H1,4.0,35.0,55.0,100.0,10.0
H1,4.0,35.2,55.0,100.0,10.0
H1,4.0,35.4,55.0,100.0,10.0
H1,4.0,35.6,55.0,100.0,10.0
H1,4.0,35.8,55.0,100.0,10.0
H1,4.0,36.0,55.0,100.0,10.0
H1,4.0,36.2,55.0,100.0,10.0
H1,4.0,36.4,55.0,100.0,10.0
H1,4.0,36.6,55.0,100.0,10.0
H1,4.0,36.8,55.0,100.0,10.0
H1,4.0,37.0,55.0,100.0,10.0
H1,4.0,37.2,55.0,100.0,10.0
H1,4.0,37.4,55.0,100.0,10.0
H1,4.0,37.6,55.0,100.0,10.0
H1,4.0,37.8,55.0,100.0,10.0
H1,4.0,38.0,55.0,100.0,10.0
H1,4.0,38.2,55.0,100.0,10.0
H1,4.0,38.4,55.0,100.0,10.0
H1,4.0,38.6,55.0,100.0,10.0
H1,4.0,38.8,55.0,100.0,10.0
H1,4.0,39.0,55.0,100.0,10.0
H1,4.0,39.2,55.0,100.0,10.0
H1,4.0,39.4,55.0,100.0,10.0
H1,4.0,39.6,55.0,100.0,10.0
H1,4.0,39.8,55.0,100.0,10.0
H1,4.0,40.0,55.0,100.0,10.0
H1,4.0,40.2,55.0,100.0,10.0
H1,4.0,40.4,55.0,100.0,10.0
H1,4.0,40.6,55.0,100.0,10.0
H1,4.0,40.8,55.0,100.0,10.0
H1,4.0,41.0,55.0,100.0,10.0
H1,4.0,41.2,55.0,100.0,10.0
H1,4.0,41.4,55.0,100.0,10.0
H1,4.0,41.6,55.0,100.0,10.0
H1,4.0,41.8,55.0,100.0,10.0
